App_Running,Screen_On_Time_min,CPU_Usage_%,Battery_Temperature_C,Battery_Drop_Per_Hour,Network_Type,Brightness_Level_%,RAM_Usage_MB,Charging_State,Usage_Mode
YouTube,101.41542761564193,21.755519023298362,35.77172116321171,12.218807642199677,WiFi,15,2407.756115564033,Not Charging,Social Media
Maps,92.8760668319047,57.0030993523203,35.483719564695235,6.866531209628584,5G,83,2598.718177351453,Charging,Social Media
WhatsApp,97.89145611894727,43.08920676321014,32.03289694911038,11.141209763200191,5G,50,1644.7581171160186,Charging,Video Streaming
PUBG,90.53449527745207,27.38400045155365,32.8511203692349,14.973492649904061,5G,68,1733.0243852215299,Not Charging,Navigation
Maps,65.15399594383403,7.108800110806101,37.944555587877126,12.42364969250069,WiFi,85,2535.119979387128,Charging,Video Streaming
Facebook,97.42757139770681,38.43720251748669,36.150278057727505,13.833638760929064,4G,80,3394.5402792217687,Not Charging,Music
TikTok,109.56134566513259,34.32881622866025,35.6173615725427,18.826430679456834,4G,32,1541.8286338326575,Charging,Music
YouTube,94.61258040298273,19.539306031008213,31.22978754166226,14.91001677214308,4G,52,2156.5393557966004,Charging,Gaming
PUBG,91.24139766564626,19.34578384796545,44.720538517627475,12.992207642654277,4G,39,1984.1122911195043,Charging,Gaming
Maps,60.82363733573308,48.027648006792575,32.60146630221088,2.778191688896568,WiFi,12,2287.2239349031634,Not Charging,Gaming
TikTok,85.29542697436194,5.664576390185076,34.8487366913729,8.080747076726414,WiFi,95,1481.660763474947,Charging,Gaming
Instagram,59.49396676378246,39.71424132609555,34.064831855626394,9.976624409029057,WiFi,26,2252.8742617308267,Not Charging,Gaming
YouTube,79.3993035479849,32.18844537033708,44.77355598630644,2.1144341027277243,5G,28,2932.4698640460238,Not Charging,Gaming
YouTube,38.9933340193671,42.45732242530159,33.54592693646207,6.453657067664164,WiFi,70,1225.6065455498365,Not Charging,Gaming
Instagram,39.18603992519767,30.58542485209698,33.08829029512173,10.65773719401618,4G,99,2797.619498885009,Charging,Gaming
WhatsApp,75.22380775132426,39.39912447890472,35.591555740583345,11.471409876494514,WiFi,90,1483.0560302052763,Not Charging,Browsing
Instagram,66.28900820432526,23.85837733206936,31.532295552689074,14.529051328218298,5G,68,2354.8857286317843,Charging,Gaming
YouTube,82.66967983685434,34.26192625739947,35.557998584507565,10.973537029743035,4G,69,2493.2867175648967,Charging,Social Media
YouTube,76.63078552212203,42.33625817226114,46.858017900838846,13.240203214479024,WiFi,18,2425.105668999888,Not Charging,Gaming
Maps,80.75476968025387,37.26307806913205,36.498477777755454,9.911052754604674,4G,29,1999.9123672816563,Not Charging,Navigation
Camera,95.2151860589185,40.70460263602317,36.31622960863291,12.210066147767375,4G,7,2597.4942752448865,Not Charging,Gaming
TikTok,68.41827610847919,21.081180508225298,31.41047553545394,14.254864053758538,WiFi,9,1445.6594182621761,Not Charging,Browsing
Instagram,74.51390470887843,26.13988157172722,43.546035771764814,19.363151253315287,WiFi,69,2748.74421000992,Not Charging,Music
TikTok,116.3755305690791,26.39990241176082,44.695163503989896,9.426785959493936,5G,58,1920.9801387073517,Charging,Browsing
Instagram,80.07710317062568,30.85265366619871,39.26340187913505,12.720909957544645,WiFi,23,2393.1994785602965,Charging,Browsing
Facebook,75.51973813436528,55.378743044267424,38.2691661153119,16.34563768609097,WiFi,58,1989.1451653803244,Not Charging,Music
YouTube,82.06281748307974,29.687318666964487,33.826173242805915,4.802031960848915,WiFi,98,3119.262957480913,Not Charging,Gaming
Camera,75.96589067476174,17.846608103517497,36.95668790422311,21.989130625135655,4G,80,2463.181687536582,Not Charging,Gaming
Maps,62.260692676169384,43.12468531775889,30.82421197568746,17.895153762959737,5G,14,2591.636789408533,Charging,Music
Camera,55.04925407050699,55.19965147151722,29.3694301211063,3.4425575731753,4G,20,2672.5371765465025,Charging,Navigation
Camera,60.91421649624988,16.08182222221536,27.563200416371284,13.8569092080172,WiFi,50,2055.4067053188114,Not Charging,Video Streaming
Camera,101.82297966926967,64.59216132077135,37.05336986637399,9.177732830679421,5G,33,2373.5639266514913,Not Charging,Social Media
TikTok,64.25236863203969,41.227649034846074,28.10812763839656,10.013259840409445,WiFi,19,2299.1706367045476,Charging,Music
Instagram,76.12688495409309,50.50836183602586,32.50182298443759,13.752507484110522,4G,52,2586.9403757249033,Charging,Gaming
Spotify,97.51840712832244,57.00607452564972,34.69385312399012,17.251997679372195,4G,15,1932.638124498073,Not Charging,Social Media
Facebook,73.04022072972553,49.589264640616136,39.976451997610155,9.670635289133573,WiFi,38,1776.0572291822173,Not Charging,Gaming
PUBG,95.83403287109131,33.34196604488477,32.1088991668954,9.737758971081965,5G,40,2909.0898247240457,Charging,Video Streaming
Camera,41.48017393922833,53.26547216287123,40.566361563696965,13.860833811830542,4G,34,2672.0270857168034,Charging,Video Streaming
WhatsApp,76.68708301145259,38.818996548063794,39.69579456572091,14.859781609862498,WiFi,77,1696.3859176678097,Charging,Music
TikTok,81.97240241496272,51.357270873614596,29.643458361645127,6.964343140979597,WiFi,86,3341.3406625278158,Charging,Social Media
Maps,80.57846807745419,52.99813225671025,40.61412746942638,20.618364508459774,WiFi,23,1857.152014079766,Charging,Browsing
PUBG,38.6770325540279,18.636551150408472,33.58209438929232,8.783428364200892,5G,72,2271.1739255212397,Not Charging,Social Media
Spotify,110.07781616077011,46.9145169796551,32.50524438137041,16.8233711984321,WiFi,74,2901.2120525443547,Not Charging,Browsing
WhatsApp,58.633176375714584,32.27162122229942,33.603233622933374,14.258523249453386,WiFi,37,2895.4922850563466,Charging,Video Streaming
Spotify,88.3759281315617,37.072859551760224,34.98247136620663,15.031619610041435,4G,84,1776.7227317575685,Charging,Gaming
PUBG,80.19910706618326,36.906391232641965,32.924776997811826,8.88024291879366,WiFi,79,2510.3452426014615,Charging,Browsing
Camera,105.09273809526694,36.304553263630375,30.801541698193763,3.3807489059498064,5G,26,2013.870955772092,Charging,Browsing
WhatsApp,134.68722073435515,57.85287968343559,31.24372203152663,11.89299251045401,WiFi,40,2451.737327361433,Not Charging,Music
Spotify,47.7408878864291,14.503285596589052,35.694714048520076,11.91359931969352,5G,27,2124.601069326254,Not Charging,Navigation
Maps,63.77715296818753,9.164849646953211,34.19768224091478,7.20989046157356,WiFi,67,1958.345737117487,Not Charging,Video Streaming
Instagram,84.7273123459763,6.000648925016403,37.636548466997816,16.589715957810554,WiFi,30,1622.5762923509467,Not Charging,Browsing
YouTube,52.36616706118021,51.03716395903871,35.26181448601631,11.742352809067796,WiFi,64,2911.1028330980653,Charging,Video Streaming
Instagram,99.55456519889401,23.398437621985103,35.38506997991879,7.954636690287739,5G,99,1753.7319522147382,Charging,Music
PUBG,101.08431555392646,36.98279704272329,37.964061174171434,14.925356721920407,4G,97,3081.0219239132452,Not Charging,Gaming
TikTok,93.98622689987593,33.279243138131314,42.09459035956342,15.058100005563551,5G,9,2023.7192425798587,Charging,Social Media
YouTube,85.91454377190493,21.7043728904003,42.29511174145944,8.418260304320498,4G,58,2490.7913222602815,Not Charging,Video Streaming
Facebook,114.24271944924452,47.77215856333548,41.70203210057109,18.166959662046906,5G,42,3123.550160956417,Charging,Music
Maps,51.10936295827845,33.088055476739235,39.35224584870654,23.21621981615177,WiFi,66,1941.644816803585,Charging,Music
Facebook,81.63170488356384,31.43397384442423,45.42705311046075,6.5498475226317705,WiFi,29,2483.1080718181643,Not Charging,Music
WhatsApp,61.52992828174446,38.49306961610377,37.18911883121786,11.081530168117036,4G,16,2496.420058441746,Charging,Social Media
YouTube,102.2479083141292,45.81158127257326,36.62772907661036,13.685049004494953,4G,26,1800.0556582724266,Charging,Video Streaming
Facebook,34.16647088733918,20.615356346983283,46.21960637751525,23.401301151494636,5G,13,2333.3554320388957,Charging,Browsing
Facebook,79.29790336017551,48.0937752099993,21.370155749502622,8.331113585963106,5G,88,2646.871977834656,Not Charging,Music
Spotify,88.38096717674871,56.74780279660024,33.930517556778405,7.302077557026258,4G,33,3220.569014559379,Charging,Social Media
Instagram,56.31269662565563,13.608164468582359,41.26247864575,7.267904263576242,4G,48,1951.0598561076495,Charging,Gaming
Spotify,64.34524919446083,39.174484686917474,39.90131476360842,18.107117966959763,5G,97,2407.525682161769,Charging,Navigation
YouTube,80.38447453430264,30.42616681464009,47.82825787417815,8.460843608830324,4G,31,2123.759017808345,Not Charging,Video Streaming
YouTube,103.8774094860369,45.4884587108021,35.5374285916571,7.749328986411908,4G,59,2316.0168493715596,Charging,Social Media
PUBG,54.17826928532365,16.75011181209723,32.84591198805902,13.15483664347577,4G,85,1844.9240339734285,Charging,Navigation
Spotify,58.53875149063285,59.43407338465363,33.339576266629024,13.541106557919901,4G,9,2098.575133555674,Not Charging,Navigation
Chrome,108.1396942760086,10.881577903563961,36.59034081430624,17.355102360564178,WiFi,56,3110.9271511083075,Charging,Social Media
Instagram,73.17561500200412,31.33578590335199,43.10823797975661,12.459630185036131,WiFi,17,2276.457127623327,Charging,Browsing
YouTube,60.56152400387556,41.5144411399304,43.17070504442746,13.244660529801337,4G,46,2245.663324575989,Charging,Browsing
PUBG,98.2171199304229,24.704947295977625,34.719926640831645,11.473646922103498,5G,19,1688.5614570844587,Not Charging,Social Media
Spotify,67.79507506919383,22.348976773144436,36.265042433388956,5.478465382367933,WiFi,83,2854.5970428599176,Charging,Social Media
Instagram,105.68553838346935,38.33353454945786,31.94199210398568,11.001976638181603,5G,22,2708.1763955582837,Charging,Music
Spotify,63.406990575507194,36.1663987998662,32.46392226197227,12.314167864596705,5G,54,2276.3571408392822,Not Charging,Gaming
Facebook,76.0101359543751,35.089072541227246,40.23128606718586,9.78088260154334,WiFi,6,3340.674283024484,Not Charging,Browsing
PUBG,103.62429163471829,47.88032767198439,43.011056943658375,4.177730066880158,5G,91,1880.4436078762958,Charging,Music
Instagram,74.34347822065621,29.08290959857968,31.51358159765093,6.325047661194401,5G,17,1574.6196363307158,Charging,Navigation
Camera,98.90133305196616,39.79388974692507,36.214781760656756,11.803093510524258,4G,72,2143.0448146108647,Charging,Navigation
WhatsApp,78.36130983047488,27.40095787586278,33.784609719603964,16.6637654795263,4G,51,1691.6673698505397,Not Charging,Navigation
WhatsApp,129.54229516000072,22.26005771255888,39.31935829776003,20.41142048061608,4G,93,2344.398811514371,Charging,Social Media
Instagram,119.21946510257122,30.72862057264972,33.05741988821772,11.08084709839939,WiFi,79,2243.917291965626,Not Charging,Video Streaming
Spotify,46.7975934391563,27.518522192095524,25.367725302702258,8.415628646437629,4G,54,2891.7392633059962,Charging,Music
PUBG,93.05609203120025,28.267942982558278,40.01845355556001,10.137452507330975,5G,16,1926.5690956574067,Not Charging,Video Streaming
WhatsApp,59.58990034747396,52.47991126703242,33.4825818507163,6.767923819031442,5G,17,2399.2119962825113,Not Charging,Gaming
PUBG,84.78767346981827,31.188448189466687,34.00278142055972,15.938727706557156,5G,13,2311.140685678595,Not Charging,Gaming
WhatsApp,81.70926573275652,25.056399915802025,37.17793958345919,22.688058146896118,5G,63,2699.5204591941924,Charging,Music
Facebook,53.61532457268781,35.421181610719856,36.7641682157631,8.537325578224987,5G,49,1521.7502447339602,Not Charging,Navigation
Spotify,106.46211358825812,36.56341908692611,37.280608293761944,6.03979227919034,WiFi,74,1661.3333213224269,Not Charging,Browsing
Facebook,85.08257358922687,17.19678155608893,26.851334173769022,17.032416649951422,5G,47,1852.6469664250508,Charging,Gaming
WhatsApp,72.8829241081854,30.523905921142347,37.78154506018246,13.590257740894799,WiFi,78,1549.3889183354818,Not Charging,Video Streaming
Camera,69.04725439391012,29.919735138521045,25.454718248244326,13.674645129477438,5G,27,2567.3978339449172,Not Charging,Video Streaming
Camera,83.4944242441559,32.4178358943729,38.847825718905035,19.94086964085477,WiFi,83,2573.1363773247876,Charging,Browsing
Facebook,90.19812543785713,45.88292559556978,40.5919064105529,5.167568396823168,WiFi,49,2855.238275650183,Not Charging,Social Media
Camera,76.87560534104335,37.05007806744324,28.157399286373916,5.027917173705472,5G,27,2112.5603832477955,Charging,Navigation
WhatsApp,9.187010730594793,53.41906021077996,36.64216495290775,11.191428419096976,5G,38,1922.564200794799,Charging,Social Media
Instagram,80.42226790606209,34.82509466166777,40.28589564807216,12.317017554302463,5G,20,1631.702719544636,Charging,Music
Facebook,43.962948459755566,61.64130920570096,32.75498189814233,10.225258666296709,5G,67,2982.1371354542293,Not Charging,Gaming
TikTok,74.76368585877312,28.088374794025206,38.368181828543115,24.3037646435419,4G,55,2066.6519367569467,Charging,Browsing
Spotify,44.885893573258954,23.45656428252314,21.072970636371593,10.448789709070367,4G,36,1764.4991799915651,Not Charging,Browsing
Camera,44.587559123013314,43.209540121654605,40.49098059121705,9.246373588638928,WiFi,42,2650.25463570234,Not Charging,Browsing
Camera,110.8780455487132,55.46122906197526,35.14997119346588,12.621717924405651,WiFi,60,1996.4700766481542,Not Charging,Social Media
YouTube,71.99770047639024,14.317950431221604,33.71085311681984,16.854434560066764,4G,73,1559.8190975398243,Not Charging,Social Media
Chrome,70.08344600445206,32.045140276785276,39.9202072645224,8.372861284083022,WiFi,21,1679.5797237526438,Charging,Music
Facebook,92.06310122071478,25.838270823711937,43.64644837861989,11.265066749175094,5G,90,2254.313539278063,Charging,Video Streaming
Maps,70.7352369231887,37.1427651948812,37.42857920676998,16.99642320117254,WiFi,43,1556.6115010075969,Not Charging,Video Streaming
Camera,132.59515230318524,35.150268852491074,43.04356941524448,17.274032165473116,WiFi,45,2148.647527382671,Not Charging,Music
Spotify,73.17450598184952,55.18071871441582,27.2335837373651,13.088140500614253,WiFi,52,1681.129816792748,Charging,Browsing
TikTok,89.12813529957526,33.37392810687825,38.32974418917033,24.0919561012725,4G,86,1632.4063322162542,Charging,Video Streaming
Camera,104.27353328442152,55.62176148455344,34.33998073572864,21.903255233478102,4G,32,1907.2308104822505,Charging,Music
TikTok,120.05633064017275,30.273494959719713,31.058904476418412,4.969419094701307,WiFi,81,2295.569094490336,Not Charging,Video Streaming
WhatsApp,61.449846608559,48.89722812657825,25.356592825685787,3.5401939015621267,5G,54,2391.6979585967997,Charging,Music
WhatsApp,69.55091240403388,38.429945422050785,38.058935245013316,15.978572239326791,WiFi,5,2754.5956365331594,Charging,Video Streaming
Chrome,111.86479688233787,60.94828098025167,39.376450267082646,18.826828223205798,4G,54,1730.166718649462,Charging,Browsing
Instagram,100.25155760131729,12.844777057783578,41.71011375496624,10.876205075707968,5G,23,3034.905373237845,Not Charging,Social Media
Maps,106.87939839171146,17.54213423360263,40.88245218817516,9.489021041380855,WiFi,63,3832.5708540612404,Charging,Social Media
YouTube,45.78238641100829,62.4743342698758,31.14145156470815,7.8985470304715335,4G,72,1948.0321790587554,Charging,Browsing
Chrome,118.69999384810046,24.001023597704695,41.45352757656065,6.1599403807814745,5G,71,1139.6908171914702,Charging,Video Streaming
PUBG,60.96481141787987,24.95294962886208,41.98173751955922,17.681713979559248,WiFi,45,1155.052944361387,Not Charging,Browsing
YouTube,84.8073244535474,21.864146217502185,33.700080373736476,10.09352519597712,4G,14,1901.9116183797948,Not Charging,Music
Facebook,76.29442806020575,52.226689348005856,35.14214131855859,13.5090037850549,5G,32,1783.529557812919,Charging,Social Media
Spotify,58.03792908629825,16.19813580162313,30.32922896475229,2.8709712905350546,WiFi,38,2203.083256454184,Not Charging,Gaming
PUBG,44.686605914474924,35.33675618416491,42.40443145326666,17.01135517837805,5G,43,2504.9711065498104,Not Charging,Video Streaming
PUBG,36.403797084177555,31.015672673291935,27.441064270155323,14.938891139448243,5G,87,1428.3521474508711,Charging,Gaming
Chrome,82.97546015134937,50.547733752566515,37.67485336181885,5.276553998750234,5G,60,2097.085928152832,Not Charging,Gaming
Instagram,41.867022744163606,26.54476006502533,32.015854059421436,13.295144107418572,4G,56,1896.4125519444233,Charging,Navigation
Chrome,51.65461012282792,41.22908868669911,29.460735902217444,12.023716797637942,WiFi,7,3421.3305710706823,Not Charging,Gaming
Facebook,74.5491030450445,17.431757399340956,25.62635859719296,9.749225400786358,5G,27,1371.050370505997,Not Charging,Gaming
Camera,14.02978749350251,69.109115580158,33.92296936014503,1.0,5G,21,1744.7083391938013,Charging,Browsing
Camera,99.47449280110004,31.40611513019437,28.677074427010474,8.698353691243131,5G,75,2220.1192297429748,Charging,Navigation
Instagram,19.7527958223298,35.13145227328051,35.28209726636902,13.512155728880607,4G,30,1748.7428077279033,Charging,Navigation
Facebook,78.06569021668068,,43.84668661700312,9.257175247214374,5G,22,2879.869305014619,Not Charging,Navigation
Instagram,80.37548066485724,26.19990838542186,35.99753663219444,10.891524816205203,4G,50,1588.0751576503408,Not Charging,Music
TikTok,93.45154300454523,60.01073514407925,44.98640251142324,19.48378392995237,4G,74,1650.4704597373911,Not Charging,Navigation
Camera,78.95797994025266,28.827932387930588,30.08863373260923,11.61245994426857,5G,35,2931.60969417391,Not Charging,Browsing
PUBG,130.44769909583096,45.07547275731889,28.595296000003263,1.5160025958601384,5G,97,1485.4555416157682,Charging,Music
Maps,85.40792203921252,26.409775397610517,29.86492205885861,11.07574819674735,4G,13,2700.7536208913666,Charging,Video Streaming
Spotify,106.34030998109151,14.659453322828984,34.67449730622348,12.496970447807147,4G,39,1928.458109240823,Charging,Music
Facebook,61.9134297782428,41.218915258109234,48.61474343862152,7.873226715190469,5G,85,1828.99596964981,Charging,Video Streaming
YouTube,83.01892015473669,44.59855101475299,26.689426432242797,15.673742978705041,4G,64,1895.2937458839992,Charging,Navigation
Instagram,118.68925237572316,15.261713865106419,38.09831559081212,4.688855137394763,4G,80,1527.672234532326,Not Charging,Navigation
Spotify,74.05762188275898,30.394125216369318,31.500173319797334,11.311294504712109,5G,67,2744.2386655360538,Not Charging,Video Streaming
YouTube,84.80586910488077,53.0113844230536,33.880984744745184,4.6312054932830105,5G,56,2281.640202888134,Charging,Social Media
Spotify,104.52133622843688,44.001784261949155,28.709900443668314,10.521561412712321,WiFi,52,2734.577778251393,Not Charging,Browsing
Maps,61.44426199520914,29.071774973239236,39.395691620197695,15.540649302476403,5G,65,2905.808775378092,Not Charging,Music
YouTube,25.960991667020167,26.037114475483165,34.780374335224394,11.191600363927522,5G,28,2524.6161325040734,Not Charging,Browsing
Chrome,86.38934134280922,64.22366487702165,40.43726775347083,10.899732463141527,5G,78,1328.3344732275555,Charging,Browsing
WhatsApp,104.71672923395006,13.29601895295713,35.87622597016281,12.138850392676577,WiFi,62,1618.4287383033775,Not Charging,Gaming
Chrome,46.213855877700716,34.11202138387096,25.341880114115625,12.388837344862647,4G,68,2710.548297488083,Charging,Navigation
Camera,96.75549743193346,13.029546894590837,40.48271397987607,15.468759603533847,5G,34,2233.3025385274627,Not Charging,Music
WhatsApp,96.92415968348844,54.72221967266422,24.934996838451596,15.499078615525079,5G,33,2590.227587906083,Not Charging,Browsing
Chrome,23.162593522117398,34.89314581687495,25.650486585417937,19.108479416424245,WiFi,14,2146.6428800344856,Charging,Music
WhatsApp,56.592784189830695,37.67261127154152,30.41398659934182,12.838084927646891,WiFi,43,1942.183608126798,Charging,Browsing
WhatsApp,70.10428048170844,76.53338464441413,30.48072229023832,3.696377524449913,WiFi,59,2590.992234292274,Charging,Navigation
PUBG,75.50939999411908,26.0979098639541,41.98010682690741,16.289742998121717,4G,32,1163.5450450557917,Charging,Browsing
Instagram,61.421643380800404,61.228638710878,34.14421806624818,18.749122296022957,WiFi,22,2008.159361584935,Not Charging,Video Streaming
Instagram,60.07492991044545,29.139021283877174,41.23692645987332,24.308475085924115,4G,45,2239.885857486883,Charging,Navigation
PUBG,121.7870722795523,31.497313136226524,32.160412607070235,19.25852940388412,5G,85,2325.2155501261236,Charging,Music
Spotify,77.31102170352729,74.57262884930898,36.58823184505317,9.548507948697091,5G,79,1423.3017504660124,Not Charging,Social Media
TikTok,62.62390849625651,32.5836443410749,37.370211557561035,12.93592013744292,5G,69,1448.131647970719,Not Charging,Browsing
Spotify,78.97076307718625,14.384428935571279,38.48032708538525,10.646866267298712,WiFi,85,1964.1090526140156,Not Charging,Video Streaming
YouTube,93.42727082652858,39.228781821894685,32.67536912792081,9.967365374484196,5G,50,2162.3419848318954,Charging,Navigation
YouTube,81.2906594177802,32.408947622494935,33.11072555607553,11.432573045816849,WiFi,64,3133.0351678756942,Charging,Gaming
WhatsApp,74.85681022930066,40.50643762600791,33.509347103670784,18.42871551066532,4G,13,1673.212153314185,Not Charging,Navigation
Chrome,63.749583283238664,32.99603310008346,26.73793804851598,4.054143577443348,5G,49,1904.1172440434582,Not Charging,Music
Chrome,63.44672886331003,68.23316924307147,34.58049068365852,6.98727183805239,4G,64,3154.9004976391893,Not Charging,Music
Instagram,65.05479033786601,43.351037582539035,33.0815787246186,18.097465112833145,WiFi,32,2838.4525367587953,Charging,Gaming
Facebook,88.47036502026842,18.87553058411273,37.90036447038777,19.26834087036976,WiFi,7,1531.6011904942807,Not Charging,Video Streaming
Spotify,55.14549768995532,36.868202030357814,35.45650585529834,8.702521458411914,5G,55,2605.2679842162875,Charging,Music
Camera,89.83173058675555,23.005552637494418,41.68190901726594,20.253741721526083,5G,12,2699.441800877809,Charging,Video Streaming
Maps,115.32486889067076,31.284292362455695,35.350442376042835,16.87941041653876,WiFi,74,2317.452458022793,Not Charging,Video Streaming
Chrome,88.14268394532999,21.34338934149766,32.18897151889868,10.66119431977204,5G,63,1496.0830424034643,Charging,Navigation
Maps,70.76036177707158,66.60677784809035,35.28848611082892,1.0,5G,65,1842.6973639207176,Charging,Video Streaming
WhatsApp,47.54682787363424,24.629230772326675,38.62083620438582,3.6599242816614694,4G,62,1823.2228680188655,Charging,Browsing
Maps,119.45267019778785,45.31346527991205,26.133962961054767,8.709116561951785,WiFi,74,2517.3454046869506,Charging,Music
Camera,50.74955873502719,30.14780867185059,31.423757405912045,15.79968490979914,4G,97,1942.338222095038,Charging,Music
PUBG,101.2140508618937,17.623802411408146,31.52911632057324,15.815500122739573,5G,16,2041.1201906002825,Charging,Social Media
Camera,95.96294651486214,37.9647395434926,37.054951014387505,9.667754040465653,4G,13,1838.8032812991178,Not Charging,Video Streaming
Maps,74.08078492589851,41.010377556285604,37.63643269845975,10.84362867318712,WiFi,53,1264.929490038463,Charging,Social Media
Camera,73.42552990548305,43.37939799131771,35.50613863917447,11.837593250290574,4G,87,3757.057872047396,Not Charging,Navigation
TikTok,34.10721814897448,1.0,22.606809404360384,10.906309935245902,4G,21,2441.674973133256,Charging,Social Media
WhatsApp,88.25162502031554,16.477314294963634,26.740409084041065,12.818168818343969,5G,58,3083.2078352839176,Not Charging,Video Streaming
Spotify,95.49815830989512,49.36332078532827,33.8053408927144,11.84979421625919,WiFi,48,1530.6369430582183,Not Charging,Music
PUBG,52.77299709630489,21.14589556086812,32.49265288320763,3.6288642545401526,5G,36,3111.2287154925066,Not Charging,Navigation
Chrome,76.10446314177243,38.044160754651664,35.02685189418001,10.962192168903652,5G,39,1962.1157119512734,Charging,Video Streaming
YouTube,80.94654787522376,16.129629571568216,32.653009187822626,11.887010834775488,WiFi,82,2518.164767845319,Charging,Navigation
Spotify,94.6143156987392,45.9740165323766,42.65821233074519,16.948996729637557,4G,53,2795.050141685295,Charging,Gaming
YouTube,80.09507690307969,48.96904393993361,23.53029207576739,7.843469341798577,5G,58,3106.566208457717,Charging,Video Streaming
WhatsApp,39.3420161509604,45.9786485925855,36.513138157649074,13.01952675672452,4G,20,2172.1725548413488,Charging,Gaming
PUBG,66.75155576343776,50.48835218530396,39.14005203081736,14.81419998160802,WiFi,89,1597.3924557517657,Charging,Social Media
Instagram,85.61564463472548,58.45850217349299,38.507692291792,11.258264105960894,5G,16,2191.1356441278667,Not Charging,Video Streaming
Chrome,101.03820855099397,17.38888802586538,38.93636494000592,3.2260105731437747,4G,92,2554.6287189406003,Charging,Gaming
TikTok,64.55908476514384,23.16992103272956,39.65557954195467,17.050345102968063,4G,12,1878.47183269931,Charging,Browsing
Instagram,134.69124686375048,48.463153554556925,31.98010056696388,15.735706160133017,5G,25,1946.134338524152,Charging,Music
WhatsApp,32.638173279075886,51.95329657756221,29.492581215115216,13.14386690012341,WiFi,52,1271.0360225371014,Not Charging,Social Media
Spotify,65.90749562355248,24.884855696421116,24.826591636526636,12.20165200444572,4G,12,1613.1009105823825,Not Charging,Video Streaming
TikTok,77.92415991268066,23.84170902011624,33.186985831601525,3.092875502241844,WiFi,32,2466.5791699654574,Not Charging,Video Streaming
Camera,74.9812709111784,25.216797651042416,31.11233438022572,15.873283179450375,5G,84,2729.165520906506,Not Charging,Music
Maps,49.196441754629184,10.92357553934081,40.80804406828569,19.431980216641882,4G,14,2861.0536389815907,Charging,Music
TikTok,91.19654369379484,15.92883226738887,33.56220944924433,6.431272397890628,4G,56,3565.5728100839874,Charging,Gaming
WhatsApp,89.27735128284804,16.2906103245477,29.84797131386221,18.725093281357903,4G,19,3092.897856608135,Not Charging,Gaming
Facebook,81.19903614953867,30.5885228929155,29.057322730194496,17.65728898172678,WiFi,8,2108.787408169139,Not Charging,Gaming
Maps,88.29609658146289,39.06254773750932,44.94410026891897,6.284023383249806,4G,94,1638.593293765686,Charging,Navigation
YouTube,69.40558971379923,41.50209247463558,34.889568425042114,10.02928200323552,4G,83,2046.312574382459,Not Charging,Social Media
Chrome,39.5659262472858,27.371566200864784,31.092477683630282,5.02281178445165,5G,66,1869.3043288504502,Not Charging,Video Streaming
YouTube,62.08400324869388,27.740193255786817,35.62020903886011,11.674308321355559,4G,8,2299.5298459409464,Not Charging,Social Media
TikTok,83.92636453523603,36.85492242726892,44.484445780825354,14.241587812150785,WiFi,45,2734.5657843928802,Not Charging,Music
YouTube,84.06861037115989,12.559781642758594,33.05159678850222,5.397659344898641,5G,77,2487.859517876549,Charging,Browsing
WhatsApp,81.0344763146462,49.39160798124634,38.43505354724098,13.929013875623493,5G,59,3145.573181650261,Not Charging,Social Media
Camera,93.7177066996258,54.28077918521406,40.93230518665162,15.195628817392471,4G,32,2437.315561549211,Charging,Social Media
Spotify,65.47134886374958,25.616290434679403,25.542880540750467,15.267393281093668,5G,51,1434.6412350239261,Not Charging,Gaming
Chrome,80.6670264277634,29.023457609768315,31.807937906652306,14.27251286042814,4G,13,1858.0047699486936,Not Charging,Music
YouTube,94.30231946012303,53.64968337267754,40.305433140794314,5.857546618095463,5G,6,2441.545112468315,Charging,Social Media
YouTube,77.87775453744116,33.15422613515151,31.50348280448747,11.392629907249775,WiFi,71,2337.2018017711925,Charging,Video Streaming
TikTok,48.91690178984753,43.823681689274444,37.07312699633642,13.76176055157027,4G,52,2984.9514574141363,Not Charging,Gaming
Spotify,55.96279075861156,33.61541909298839,31.20759200437595,19.30512811169549,WiFi,73,2204.2228840466832,Not Charging,Social Media
Instagram,100.77130810698416,58.344610827204114,32.77224048244037,12.012329147437597,4G,78,2094.1583140117623,Not Charging,Music
YouTube,114.81180407356432,42.351194423772434,32.163180971964465,14.127706471378904,WiFi,32,1255.6104018068118,Charging,Browsing
WhatsApp,109.38207769560123,43.21483657878788,38.18335076847916,7.339865931773994,WiFi,83,1715.9662541507303,Not Charging,Video Streaming
Facebook,85.80389874355087,43.4945980810038,36.00790057099796,6.225529819170641,5G,18,2385.263316067198,Not Charging,Browsing
Chrome,49.92168494958268,26.673293955084315,35.4942972250551,5.584640051348059,4G,50,2325.792307143871,Charging,Music
YouTube,79.84121108067828,28.05141294616197,47.53747618929417,9.898658629445723,5G,91,2556.9319026398553,Not Charging,Music
WhatsApp,119.05637829876054,46.53868459339962,43.69848703560034,22.3102557650343,WiFi,17,2470.347979889577,Not Charging,Music
WhatsApp,95.46220951141188,36.89619244150426,25.093781897231096,9.989618702800747,4G,20,2131.9780628083327,Not Charging,Browsing
Chrome,74.81306193290318,17.335834882823406,32.78295163390726,13.823131769710255,WiFi,98,1598.9830594381538,Charging,Navigation
